,Unnamed: 0,ATS SYSTEM CODE,LOCATION_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_ADDRESS_LINE_1,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,NTA,GEOGRAPHICAL_DISTRICT_CODE,LatLong,latitude,longitude,zipcode,zcta,nbhLabel,boroLabel,label
520,520,10X344      ,Ampark Neighborhood,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2006 12:00,Open,3961 HILLMAN AVENUE,208,11,28100,BX28,10,"(40.883049, -73.891664)",40.883049,-73.891664,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Ampark Neighborhood Elementary
521,521,10X351      ,Bronx Collaborative High School,General Academic,High school,"09,10,11,12",1/7/2013 12:00,Open,100 WEST MOSHOLU PARKWAY SOUTH,207,11,40900,BX28,10,"(40.879958, -73.889011)",40.879958,-73.889011,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Bronx Collaborative High School High school
522,522,10X353      ,World View High School,General Academic,High school,"09,10,11,12",1/7/2013 12:00,Open,100 WEST MOSHOLU PARKWAY SOUTH,207,11,40900,BX28,10,"(40.879958, -73.889011)",40.879958,-73.889011,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,World View High School High school
523,523,10X360      ,P.S. 360,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1999 12:00,Open,2880 KINGSBRIDGE TERRACE,208,14,27300,BX28,10,"(40.874717, -73.902214)",40.874717,-73.902214,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,P.S. 360 Elementary
524,524,10X363      ,Academy For Personal Leadership And Excellence,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2010 12:00,Open,120 EAST 184 STREET,205,14,23703,BX40,10,"(40.859496, -73.90049)",40.859496,-73.90049,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,Academy For Personal Leadership And Excellence Junior High-Intermediate-Middle
525,525,10X368      ,In-Tech Academy (M.S. / High School 368),General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2004 12:00,Open,2975 TIBBETT AVENUE,208,11,29302,BX29,10,"(40.877935, -73.913694)",40.877935,-73.913694,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,In-Tech Academy (M.S. / High School 368) Secondary School
526,526,10X374      ,Knowledge and Power Preparatory Academy Internatio,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,500 EAST FORDHAM ROAD,206,15,38700,BX06,10,"(40.859466, -73.888625)",40.859466,-73.888625,10458,10458,"Fordham, Belmont",Bronx,Knowledge and Power Preparatory Academy Internatio High school
527,527,10X382      ,"Elementary School for Math, Science, and Technolog",General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2008 12:00,Open,125 EAST 181 STREET,205,14,23704,BX40,10,"(40.855337, -73.903139)",40.855337,-73.903139,10453,10453,"Morris Heights, University Heights",Bronx,"Elementary School for Math, Science, and Technolog Elementary"
528,528,10X386      ,School for Environmental Citizenship,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2008 12:00,Open,125 EAST 181 STREET,205,14,23704,BX40,10,"(40.855337, -73.903139)",40.855337,-73.903139,10453,10453,"Morris Heights, University Heights",Bronx,School for Environmental Citizenship Elementary
529,529,10X390      ,M.S. 390,General Academic,Junior High-Intermediate-Middle,"05,06,07,08",1/7/1999 12:00,Open,1930 ANDREWS AVENUE,205,14,24502,BX36,10,"(40.854335, -73.913016)",40.854335,-73.913016,10453,10453,"Morris Heights, University Heights",Bronx,M.S. 390 Junior High-Intermediate-Middle
530,530,10X391      ,The Angelo Patri Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,2225 WEBSTER AVENUE,205,15,37900,BX41,10,"(40.854257, -73.897404)",40.854257,-73.897404,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,The Angelo Patri Middle School Junior High-Intermediate-Middle
531,531,10X396      ,P.S. 396,General Academic,Elementary,"PK,0K,01,02,03,04",1/7/1999 12:00,Open,1930 ANDREWS AVENUE,205,14,24502,BX36,10,"(40.854335, -73.913016)",40.854335,-73.913016,10453,10453,"Morris Heights, University Heights",Bronx,P.S. 396 Elementary
532,532,10X397      ,English Language Learners and International Suppor,Transfer School,High school,"09,10,11,12",1/7/2008 12:00,Open,99 TERRACE VIEW AVENUE,208,10,30900,MN01,10,"(40.877379, -73.912686)",40.877379,-73.912686,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,English Language Learners and International Suppor High school
533,533,10X433      ,High School for Teaching and the Professions,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,2780 RESERVOIR AVENUE,207,11,40900,BX28,10,"(40.869061, -73.897066)",40.869061,-73.897066,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,High School for Teaching and the Professions High school
534,534,10X434      ,Belmont Preparatory High School,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,500 EAST FORDHAM ROAD,206,15,38700,BX06,10,"(40.859466, -73.888625)",40.859466,-73.888625,10458,10458,"Fordham, Belmont",Bronx,Belmont Preparatory High School High school
535,535,10X437      ,Fordham High School for the Arts,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,500 EAST FORDHAM ROAD,206,15,38700,BX06,10,"(40.859466, -73.888625)",40.859466,-73.888625,10458,10458,"Fordham, Belmont",Bronx,Fordham High School for the Arts High school
536,536,10X438      ,Fordham Leadership Academy,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,500 EAST FORDHAM ROAD,206,15,38700,BX06,10,"(40.859466, -73.888625)",40.859466,-73.888625,10458,10458,"Fordham, Belmont",Bronx,Fordham Leadership Academy High school
537,537,10X439      ,Bronx High School for Law and Community Service,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,500 EAST FORDHAM ROAD,206,15,38700,BX06,10,"(40.859466, -73.888625)",40.859466,-73.888625,10458,10458,"Fordham, Belmont",Bronx,Bronx High School for Law and Community Service High school
538,538,10X440      ,DeWitt Clinton High School,General Academic,High school,"09,10,11,12",1/7/2029 12:00,Open,100 WEST MOSHOLU PARKWAY SOUTH,207,11,40900,BX28,10,"(40.879958, -73.889011)",40.879958,-73.889011,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,DeWitt Clinton High School High school
539,539,10X442      ,"Celia Cruz Bronx High School of Music, The",General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,2780 RESERVOIR AVENUE,207,11,40900,BX28,10,"(40.869061, -73.897066)",40.869061,-73.897066,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,"Celia Cruz Bronx High School of Music, The High school"
540,540,10X445      ,Bronx High School of Science,General Academic,High school,"09,10,11,12",1/7/1959 12:00,Open,75 WEST 205 STREET,207,11,40900,BX28,10,"(40.879958, -73.889011)",40.879958,-73.889011,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Bronx High School of Science High school
541,541,10X447      ,Creston Academy,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2009 12:00,Open,125 EAST 181 STREET,205,14,23704,BX40,10,"(40.855337, -73.903139)",40.855337,-73.903139,10453,10453,"Morris Heights, University Heights",Bronx,Creston Academy Junior High-Intermediate-Middle
542,542,10X459      ,East Fordham Academy for the Arts,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2009 12:00,Open,120 EAST 184 STREET,205,14,23703,BX40,10,"(40.859496, -73.90049)",40.859496,-73.90049,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,East Fordham Academy for the Arts Junior High-Intermediate-Middle
543,543,10X477      ,Marble Hill High School for International Studies,General Academic,High school,"09,10,11,12",2/9/2002 12:00,Open,99 TERRACE VIEW AVENUE,208,10,30900,MN01,10,"(40.877379, -73.912686)",40.877379,-73.912686,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Marble Hill High School for International Studies High school
544,544,10X524      ,Crotona International High School,Career Technical,High school,"09,10,11,12",1/7/2011 12:00,Open,2474 CROTONA AVENUE,206,15,39300,BX06,10,"(40.855392, -73.882487)",40.855392,-73.882487,10458,10458,"Fordham, Belmont",Bronx,Crotona International High School High school
545,545,10X546      ,Bronx Theatre High School,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,99 TERRACE VIEW AVENUE,208,10,30900,MN01,10,"(40.877379, -73.912686)",40.877379,-73.912686,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Bronx Theatre High School High school
546,546,10X549      ,Discovery High School,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,2780 RESERVOIR AVENUE,207,11,40900,BX28,10,"(40.869061, -73.897066)",40.869061,-73.897066,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,Discovery High School High school
547,547,10X565      ,High School for Energy and Technology,Career Technical,High school,"09,10,11,12",1/7/2012 12:00,Open,2474 CROTONA AVENUE,206,15,39300,BX06,10,"(40.855392, -73.882487)",40.855392,-73.882487,10458,10458,"Fordham, Belmont",Bronx,High School for Energy and Technology High school
548,548,10X696      ,High School of American Studies at Lehman College,General Academic,High school,"09,10,11,12",1/7/2002 12:00,Open,2925 GOULDEN AVENUE,208,11,40900,BX28,10,"(40.874725, -73.895543)",40.874725,-73.895543,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,High School of American Studies at Lehman College High school
549,549,11X016      ,P.S. 016 Wakefield,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2009 12:00,Open,4550 CARPENTER AVENUE,212,11,41400,BX62,11,"(40.902311, -73.854231)",40.902311,-73.854231,10470,10470,Woodlawn Heights,Bronx,P.S. 016 Wakefield Elementary
550,550,11X019      ,P.S. 019 Judith K. Weiss,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/2025 12:00,Open,4318 KATONAH AVENUE,212,11,45102,BX62,11,"(40.899351, -73.866949)",40.899351,-73.866949,10470,10470,Woodlawn Heights,Bronx,P.S. 019 Judith K. Weiss K-8
551,551,11X021      ,P.S. 021 Philip H. Sheridan,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2015 12:00,Open,715 EAST 225 STREET,212,12,40600,BX44,11,"(40.887888, -73.85942)",40.887888,-73.85942,10466,10466,"Wakefield, Edenwald",Bronx,P.S. 021 Philip H. Sheridan Elementary
552,552,11X041      ,P.S. 041 Gun Hill Road,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2005 12:00,Open,3352 OLINVILLE AVENUE,212,12,37400,BX44,11,"(40.874754, -73.867834)",40.874754,-73.867834,10467,10467,"Norwood, Olinville, Allerton",Bronx,P.S. 041 Gun Hill Road Elementary
553,553,11X068      ,P.S. 068 Bronx,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2026 12:00,Open,4011 MONTICELLO AVENUE,212,12,42600,BX62,11,"(40.891603, -73.83888)",40.891603,-73.83888,10466,10466,"Wakefield, Edenwald",Bronx,P.S. 068 Bronx Elementary
554,554,11X076      ,P.S. 076 The Bennington School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1932 12:00,Open,900 ADEE AVENUE,211,12,34200,BX31,11,"(40.869059, -73.860928)",40.869059,-73.860928,10469,10469,"Laconia, Pelham Gardens, Baychester",Bronx,P.S. 076 The Bennington School Elementary
555,555,11X078      ,P.S. 078 Anne Hutchinson,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2024 12:00,Open,1400 NEEDHAM AVENUE,212,12,38600,BX03,11,"(40.878474, -73.850563)",40.878474,-73.850563,10469,10469,"Laconia, Pelham Gardens, Baychester",Bronx,P.S. 078 Anne Hutchinson Elementary
556,556,11X083      ,P.S. 083 Donald Hertz,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/2025 12:00,Open,950 RHINELANDER AVENUE,211,13,24400,BX37,11,"(40.849176, -73.858769)",40.849176,-73.858769,10462,10462,"Parkchester, East Bronx",Bronx,P.S. 083 Donald Hertz K-8
557,557,11X087      ,P.S. 087 Bronx,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1931 12:00,Open,1935 BUSSING AVENUE,212,12,42800,BX62,11,"(40.895741, -73.846198)",40.895741,-73.846198,10466,10466,"Wakefield, Edenwald",Bronx,P.S. 087 Bronx Elementary
558,558,11X089      ,P.S. 089 Bronx,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/2027 12:00,Open,980 MACE AVENUE,211,13,32400,BX07,11,"(40.862481, -73.859254)",40.862481,-73.859254,10469,10469,"Laconia, Pelham Gardens, Baychester",Bronx,P.S. 089 Bronx K-8
559,559,11X096      ,P.S. 096 Richard Rodgers,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1930 12:00,Open,2385 OLINVILLE AVENUE,211,15,33201,BX07,11,"(40.86073, -73.868986)",40.86073,-73.868986,10467,10467,"Norwood, Olinville, Allerton",Bronx,P.S. 096 Richard Rodgers Elementary
560,560,11X097      ,P.S. 097 Bronx,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1931 12:00,Open,1375 MACE AVENUE,211,13,31400,BX31,11,"(40.863524, -73.846768)",40.863524,-73.846768,10469,10469,"Laconia, Pelham Gardens, Baychester",Bronx,P.S. 097 Bronx Elementary
561,561,11X103      ,P.S. 103 Hector Fontanez,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1932 12:00,Open,4125 CARPENTER AVENUE,212,12,42000,BX44,11,"(40.892198, -73.86194)",40.892198,-73.86194,10467,10467,"Norwood, Olinville, Allerton",Bronx,P.S. 103 Hector Fontanez Elementary
562,562,11X105      ,P.S. 105 Sen Abraham Bernstein,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1930 12:00,Open,725 BRADY AVENUE,211,13,22404,BX49,11,"(40.853075, -73.866264)",40.853075,-73.866264,10462,10462,"Parkchester, East Bronx",Bronx,P.S. 105 Sen Abraham Bernstein Elementary
563,563,11X106      ,P.S. 106 Parkchester,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1932 12:00,Open,1514 OLMSTEAD AVENUE,209,18,22200,BX46,11,"(40.836974, -73.854823)",40.836974,-73.854823,10462,10462,"Parkchester, East Bronx",Bronx,P.S. 106 Parkchester Elementary
564,564,11X108      ,P.S. 108 Philip J. Abinanti,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1938 12:00,Open,1166 NEILL AVENUE,211,13,28800,BX49,11,"(40.8547, -73.8532)",40.8547,-73.8532,10461,10461,"Morris Park, Middletown-Pelham Bay, Westchester Square",Bronx,P.S. 108 Philip J. Abinanti Elementary
565,565,11X111      ,P.S. 111 Seton Falls,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1963 12:00,Open,3740 BAYCHESTER AVENUE,212,12,48400,BX03,11,"(40.884371, -73.839288)",40.884371,-73.839288,10466,10466,"Wakefield, Edenwald",Bronx,P.S. 111 Seton Falls Elementary
566,566,11X112      ,P.S. 112 Bronxwood,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1953 12:00,Open,1925 SCHIEFFELIN AVENUE,212,12,45800,BX03,11,"(40.88494, -73.843977)",40.88494,-73.843977,10466,10466,"Wakefield, Edenwald",Bronx,P.S. 112 Bronxwood Elementary
567,567,11X121      ,P.S. 121 Throop,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1953 12:00,Open,2750 THROOP AVENUE,211,13,34800,BX31,11,"(40.866474, -73.85051)",40.866474,-73.85051,10469,10469,"Laconia, Pelham Gardens, Baychester",Bronx,P.S. 121 Throop Elementary
568,568,11X127      ,J.H.S. 127 The Castle Hill,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1953 12:00,Open,1560 PURDY STREET,209,18,22200,BX46,11,"(40.838759, -73.853203)",40.838759,-73.853203,10462,10462,"Parkchester, East Bronx",Bronx,J.H.S. 127 The Castle Hill Junior High-Intermediate-Middle
569,569,11X144      ,J.H.S. 144 Michelangelo,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1968 12:00,Open,2545 GUNTHER AVENUE,211,13,31000,BX31,11,"(40.863842, -73.836525)",40.863842,-73.836525,10469,10469,"Laconia, Pelham Gardens, Baychester",Bronx,J.H.S. 144 Michelangelo Junior High-Intermediate-Middle
570,570,11X153      ,P.S. 153 Helen Keller,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1971 12:00,Open,650 BAYCHESTER AVENUE,210,12,46201,BX13,11,"(40.874035, -73.831669)",40.874035,-73.831669,10475,10475,"Eastchester, Co-Op City",Bronx,P.S. 153 Helen Keller Elementary
571,571,11X160      ,P.S. 160 Walt Disney,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1972 12:00,Open,4140 HUTCHINSON RIVER PKWAY EA,210,12,30200,BX13,11,"(40.864073, -73.823816)",40.864073,-73.823816,10475,10475,"Eastchester, Co-Op City",Bronx,P.S. 160 Walt Disney Elementary
572,572,11X169      ,Baychester Academy,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2009 12:00,Open,3500 EDSON AVENUE,212,12,46000,BX03,11,"(40.881344, -73.839386)",40.881344,-73.839386,10466,10466,"Wakefield, Edenwald",Bronx,Baychester Academy Elementary
573,573,11X175      ,P.S. 175 City Island,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/1975 12:00,Open,200 CITY ISLAND AVENUE,210,13,51600,BX10,11,"(40.844353, -73.78354)",40.844353,-73.78354,10464,10464,"City Island, Hart Island",Bronx,P.S. 175 City Island K-8
574,574,11X178      ,P.S. 178 - Dr. Selman Waksman,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1972 12:00,Open,850 BAYCHESTER AVENUE,210,12,46201,BX13,11,"(40.874035, -73.831669)",40.874035,-73.831669,10475,10475,"Eastchester, Co-Op City",Bronx,P.S. 178 - Dr. Selman Waksman Elementary
575,575,11X180      ,M.S. 180 Dr. Daniel Hale Williams,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1972 12:00,Open,700 BAYCHESTER AVENUE,210,12,46201,BX13,11,"(40.874035, -73.831669)",40.874035,-73.831669,10475,10475,"Eastchester, Co-Op City",Bronx,M.S. 180 Dr. Daniel Hale Williams Junior High-Intermediate-Middle
576,576,11X181      ,I.S. 181 Pablo Casals,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1972 12:00,Open,800 BAYCHESTER AVENUE,210,12,46201,BX13,11,"(40.874035, -73.831669)",40.874035,-73.831669,10475,10475,"Eastchester, Co-Op City",Bronx,I.S. 181 Pablo Casals Junior High-Intermediate-Middle
577,577,11X189      ,Cornerstone Academy for Social Action,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2007 12:00,Open,3441 STEENWICK AVENUE,212,12,46202,BX13,11,"(40.882778, -73.830616)",40.882778,-73.830616,10475,10475,"Eastchester, Co-Op City",Bronx,Cornerstone Academy for Social Action Elementary
578,578,11X194      ,P.S./M.S. 194,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/2003 12:00,Open,2365 WATERBURY AVENUE,210,18,9600,BX59,11,"(40.83541, -73.846594)",40.83541,-73.846594,10462,10462,"Parkchester, East Bronx",Bronx,P.S./M.S. 194 K-8
579,579,11X249      ,Bronx Health Sciences High School,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,750 BAYCHESTER AVENUE,210,12,46201,BX13,11,"(40.874035, -73.831669)",40.874035,-73.831669,10475,10475,"Eastchester, Co-Op City",Bronx,Bronx Health Sciences High School High school
580,580,11X253      ,Bronx High School for Writing and Communication Ar,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,800 EAST GUN HILL ROAD,212,12,37200,BX44,11,"(40.875172, -73.861649)",40.875172,-73.861649,10467,10467,"Norwood, Olinville, Allerton",Bronx,Bronx High School for Writing and Communication Ar High school
581,581,11X265      ,Bronx Lab School,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,800 EAST GUN HILL ROAD,212,12,37200,BX44,11,"(40.875172, -73.861649)",40.875172,-73.861649,10467,10467,"Norwood, Olinville, Allerton",Bronx,Bronx Lab School High school
582,582,11X270      ,Academy for Scholarship and Entrepreneurship: A Co,General Academic,High school,"09,10,11,12",1/7/2005 12:00,Open,921 EAST 228TH STREET,212,12,40400,BX44,11,"(40.888242, -73.852714)",40.888242,-73.852714,10466,10466,"Wakefield, Edenwald",Bronx,Academy for Scholarship and Entrepreneurship: A Co High school
583,583,11X275      ,High School of Computers and Technology,Career Technical,High school,"09,10,11,12",8/9/2004 12:00,Open,800 EAST GUN HILL ROAD,212,12,37200,BX44,11,"(40.875172, -73.861649)",40.875172,-73.861649,10467,10467,"Norwood, Olinville, Allerton",Bronx,High School of Computers and Technology High school
